ID,Dt_Customer,Age_Group,Age,Education,Marital_Status,Income_Group,Income,Recency,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp1,AcceptedCmp2,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,Complain,Response,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,Children,campaignAccept
6409,2013-05-18,Adult,47,Graduate,Single,High,57136.0,18,1,7,5,7,6,0,0,0,0,0,0,1,267,140,599,34,12,127,0,Accepted once or more
7485,2014-05-07,Adult,64,Postgraduate,Single,High,56551.0,48,3,2,1,4,4,0,0,0,0,0,0,0,67,4,32,17,2,16,2,Never Accepted
8079,2014-02-26,Adult,32,Graduate,Together,Lowest,22448.0,86,3,2,1,3,3,0,0,0,0,0,0,0,3,1,8,23,2,18,1,Never Accepted
8395,2012-08-20,Adult,53,Graduate,Single,Highest,82014.0,48,1,3,6,12,6,0,0,0,0,0,0,1,980,37,265,35,163,31,0,Accepted once or more
10352,2012-09-07,Adult,51,Graduate,Single,Lowest,34213.0,2,3,3,1,2,9,0,0,0,0,0,0,1,50,4,28,6,3,26,2,Accepted once or more
13,2013-07-22,Elder,67,Postgraduate,Single,Lowest,25358.0,57,2,1,0,3,6,0,0,0,0,0,0,0,19,0,5,0,0,8,1,Never Accepted
1834,2014-03-08,Adult,36,Postgraduate,Single,Low,35544.0,77,1,2,0,3,7,0,0,0,0,0,0,0,30,5,23,4,1,4,1,Never Accepted
2285,2013-05-28,Adult,60,Postgraduate,Together,Low,36634.0,0,3,5,2,5,7,0,0,0,0,0,0,0,213,9,76,4,3,30,1,Never Accepted
2295,2014-02-02,Adult,60,Postgraduate,Together,High,62670.0,57,1,5,3,13,3,0,0,0,0,0,0,0,539,30,92,80,46,38,1,Never Accepted
1378,2013-07-24,Adult,42,Postgraduate,Together,Low,50334.0,24,6,7,4,6,6,0,0,0,0,0,0,0,284,16,160,84,16,134,1,Never Accepted
2781,2014-06-23,Adult,33,Graduate,Single,Highest,72066.0,55,1,4,6,6,2,1,0,0,0,1,0,1,1003,34,536,134,51,34,0,Accepted once or more
1165,2013-05-02,Adult,56,Postgraduate,Single,Low,50729.0,62,9,6,2,7,6,0,0,0,0,0,0,0,239,13,143,45,4,52,2,Never Accepted
1404,2013-05-15,Adult,46,Graduate,Together,Lowest,34916.0,89,4,5,1,3,9,0,0,0,0,0,0,0,51,23,82,33,0,42,2,Never Accepted
6457,2014-05-29,Adult,38,Graduate,Single,High,64892.0,77,2,6,4,12,4,0,0,0,0,0,0,0,527,24,230,32,24,65,1,Never Accepted
2639,2014-01-10,Adult,48,Graduate,Single,Low,43602.0,45,3,3,1,2,6,0,0,0,0,0,0,0,19,5,12,10,3,19,2,Never Accepted
6437,2013-06-19,Adult,29,Postgraduate,Single,Low,41473.0,80,1,2,0,3,7,0,0,0,0,0,0,0,21,8,20,15,3,9,1,Never Accepted
6912,2013-08-20,Adult,47,Postgraduate,Together,High,63246.0,60,1,6,3,12,4,0,0,0,0,0,0,0,593,30,91,29,22,7,2,Never Accepted
7327,2013-12-29,Adult,55,Postgraduate,Together,Low,36732.0,71,3,1,1,4,2,0,0,0,0,0,0,0,21,5,3,10,1,7,2,Never Accepted
8143,2013-07-30,Adult,29,Postgraduate,Single,Low,37929.0,49,2,4,2,5,7,1,0,0,1,0,0,1,202,2,46,3,2,10,0,Accepted once or more
1964,2013-09-05,Adult,63,Graduate,Together,Highest,86610.0,66,1,5,6,6,2,0,0,0,0,0,0,0,446,107,768,33,196,53,0,Never Accepted
3690,2013-01-11,Adult,28,Postgraduate,Together,Highest,80141.0,20,1,7,4,10,6,0,0,0,0,1,0,1,1184,102,673,52,40,40,0,Accepted once or more
3389,2012-11-22,Adult,44,Graduate,Together,Highest,69016.0,61,4,8,9,13,5,0,0,0,0,0,0,0,726,53,363,123,107,161,1,Never Accepted
4712,2012-11-28,Adult,23,Postgraduate,Together,Lowest,20193.0,18,1,1,1,4,4,0,0,0,0,0,0,0,8,8,22,24,11,9,0,Never Accepted
1170,2013-03-25,Adult,39,Graduate,Together,Lowest,27573.0,45,4,5,1,4,8,0,0,0,0,0,0,0,50,15,110,39,15,15,1,Never Accepted
6347,2013-06-27,Adult,35,Undergraduate,Single,Lowest,15862.0,26,1,1,0,3,8,0,0,0,0,0,0,0,1,1,4,11,9,10,1,Never Accepted
4065,2013-02-12,Adult,38,Postgraduate,Together,Low,49544.0,0,2,5,1,8,7,0,0,0,0,0,0,0,308,0,73,0,0,23,1,Never Accepted
8230,2014-01-23,Adult,34,Graduate,Together,Lowest,33228.0,28,1,2,0,3,7,0,0,0,0,0,0,0,22,2,31,7,4,5,1,Never Accepted
1215,2013-10-08,Adult,36,Graduate,Together,Highest,70440.0,49,1,5,10,7,3,1,0,0,0,0,0,0,690,117,499,76,102,88,0,Accepted once or more
5939,2014-01-17,Adult,43,Graduate,Together,Low,38232.0,84,4,3,1,3,5,0,0,0,0,0,0,0,43,5,28,7,6,33,2,Never Accepted
2156,2012-11-03,Adult,59,Postgraduate,Together,Lowest,22554.0,38,4,2,0,4,5,0,0,0,0,0,0,0,27,0,10,0,0,4,2,Never Accepted
7788,2014-06-04,Adult,31,Postgraduate,Together,Lowest,23536.0,53,1,0,0,3,3,0,0,0,0,0,0,0,6,0,3,0,0,1,1,Never Accepted
10323,2013-10-25,Adult,62,Graduate,Together,Low,49413.0,88,2,4,2,5,5,0,0,0,0,0,0,0,205,7,41,3,2,46,1,Never Accepted
7947,2014-03-25,Adult,45,Graduate,Together,Low,42231.0,99,1,1,0,3,5,0,0,0,0,0,0,0,24,0,8,0,1,4,2,Never Accepted
1891,2012-08-08,Adult,34,Postgraduate,Single,Highest,78789.0,12,1,4,6,5,2,0,0,0,0,0,0,1,667,50,850,21,83,83,0,Accepted once or more
2570,2013-07-23,Adult,46,Graduate,Together,High,56534.0,35,4,10,4,7,8,0,1,0,1,0,0,1,691,7,61,10,0,46,1,Accepted once or more
9256,2013-01-04,Adult,43,Graduate,Single,High,58350.0,5,4,8,3,12,6,0,0,0,0,0,0,0,493,26,206,116,80,80,1,Never Accepted
7397,2013-07-19,Adult,63,Graduate,Single,Low,49090.0,45,3,7,2,9,7,0,0,0,0,0,0,0,494,5,82,7,0,100,1,Never Accepted
6349,2013-07-06,Adult,27,Postgraduate,Single,High,61787.0,71,1,8,4,6,5,0,0,0,0,0,0,0,621,73,414,78,48,85,0,Never Accepted
10790,2013-02-19,Adult,29,Postgraduate,Together,Lowest,18169.0,40,1,1,0,2,8,0,0,0,0,0,0,0,9,0,5,0,0,7,1,Never Accepted
10398,2012-08-27,Adult,33,Postgraduate,Single,Lowest,24336.0,82,1,1,0,2,7,0,0,0,0,0,0,0,1,6,2,8,2,12,1,Never Accepted
2431,2012-12-31,Adult,24,Graduate,Together,Lowest,18222.0,70,1,2,0,3,8,0,0,0,0,0,0,0,12,4,19,12,6,14,0,Never Accepted
550,2013-05-23,Adult,62,Graduate,Single,High,62335.0,87,2,3,3,13,2,0,0,0,0,0,0,0,243,131,217,85,6,26,1,Never Accepted
1890,2012-09-19,Adult,43,Postgraduate,Together,Low,42033.0,95,1,1,0,2,7,0,0,0,0,0,0,0,11,1,4,2,0,7,2,Never Accepted
10742,2013-02-27,Adult,31,Postgraduate,Together,Highest,86580.0,72,0,4,2,5,1,0,0,0,0,1,0,0,532,21,127,26,20,20,0,Accepted once or more
10356,2012-09-22,Adult,57,Postgraduate,Single,Low,41437.0,5,1,1,0,3,7,0,0,0,0,0,0,0,29,0,2,0,0,1,2,Never Accepted
4676,2014-03-05,Adult,63,Postgraduate,Single,Highest,73705.0,86,2,9,6,8,5,0,0,0,0,0,0,0,612,91,520,258,107,107,2,Never Accepted
8852,2012-08-31,Adult,38,Graduate,Together,High,61064.0,80,5,8,4,11,6,0,0,0,0,0,0,0,387,126,342,0,45,180,1,Never Accepted
5294,2013-11-20,Adult,25,Graduate,Single,Lowest,18358.0,49,3,3,0,4,7,0,0,0,0,0,0,0,6,8,19,16,4,4,1,Never Accepted
1958,2014-03-21,Adult,41,Postgraduate,Together,High,55012.0,85,6,8,2,9,5,0,0,0,0,0,0,0,582,0,65,0,0,13,1,Never Accepted
7349,2012-10-02,Adult,41,Undergraduate,Together,Lowest,9722.0,7,4,3,1,3,8,0,0,0,0,0,0,1,6,17,16,6,16,42,1,Accepted once or more
8799,2013-09-23,Adult,30,Postgraduate,Together,Low,38175.0,6,3,3,1,4,7,0,0,0,0,0,0,0,70,6,69,2,3,3,1,Never Accepted
1351,2012-09-20,Adult,58,Postgraduate,Together,High,58656.0,25,4,7,8,13,6,0,0,0,0,1,0,0,962,12,194,16,24,12,1,Accepted once or more
1045,2012-08-16,Adult,49,Graduate,Together,High,52117.0,55,2,5,2,4,7,0,0,0,0,0,0,0,112,10,107,30,0,20,1,Never Accepted
7732,2014-01-02,Adult,36,Graduate,Together,High,64813.0,81,1,7,2,10,5,0,0,0,0,0,0,0,293,0,124,179,97,52,1,Never Accepted
8070,2014-03-01,Adult,41,Postgraduate,Together,High,54222.0,98,1,3,3,5,3,0,0,0,0,0,0,0,199,12,31,3,12,7,1,Never Accepted
477,2014-06-17,Adult,28,Graduate,Together,Highest,83512.0,31,1,4,7,10,1,1,1,1,0,1,0,1,1060,61,835,80,20,101,0,Accepted once or more
7832,2013-08-28,Adult,55,Postgraduate,Together,Highest,77520.0,30,1,8,7,7,4,1,0,1,0,1,0,1,940,44,396,0,88,58,1,Accepted once or more
2202,2013-04-09,Adult,36,Graduate,Together,Low,41154.0,98,1,1,0,4,5,0,0,0,0,0,0,0,44,2,11,2,3,7,1,Never Accepted
7396,2012-11-10,Adult,48,Graduate,Together,Highest,80398.0,92,1,5,8,12,3,0,0,0,0,1,0,0,342,51,936,207,35,26,0,Accepted once or more
4055,2014-05-29,Adult,22,Undergraduate,Single,Lowest,18746.0,41,2,3,0,3,6,0,0,0,0,0,0,0,2,10,11,12,9,20,1,Never Accepted
10091,2013-05-20,Adult,58,Graduate,Single,High,60230.0,78,2,6,3,6,5,0,0,0,0,0,0,0,520,20,367,39,81,40,1,Never Accepted
7629,2014-05-08,Adult,37,Graduate,Together,Lowest,22108.0,46,2,2,0,3,7,0,0,0,0,0,0,0,5,3,9,6,2,6,2,Never Accepted
10640,2013-09-05,Adult,40,Graduate,Together,Low,44392.0,71,5,4,1,4,7,0,0,0,0,0,0,0,87,5,71,7,12,29,2,Never Accepted
3498,2012-11-25,Adult,38,Postgraduate,Together,High,55424.0,6,4,7,5,9,6,0,0,1,0,0,0,1,462,61,184,10,53,107,1,Accepted once or more
6742,2013-01-13,Adult,35,Graduate,Together,Lowest,17688.0,82,1,1,0,2,8,0,0,0,0,0,1,0,2,2,1,3,1,2,1,Never Accepted
1172,2013-05-01,Adult,31,Postgraduate,Together,Highest,92491.0,71,1,7,5,12,3,1,0,0,1,1,0,1,979,44,935,29,25,22,0,Accepted once or more
569,2013-12-14,Adult,23,Graduate,Single,Highest,90273.0,32,1,5,6,7,2,1,0,0,1,1,0,1,704,129,853,120,74,111,0,Accepted once or more
4686,2014-04-02,Adult,52,Postgraduate,Single,Highest,82571.0,28,0,6,5,13,2,0,0,0,0,1,0,0,861,31,558,62,95,79,0,Accepted once or more
1381,2014-01-28,Adult,32,Postgraduate,Single,Low,38513.0,20,5,6,1,5,8,0,0,0,0,0,0,1,172,3,115,16,0,18,1,Accepted once or more
2634,2014-04-18,Adult,35,Postgraduate,Single,Lowest,16653.0,10,3,2,1,3,6,0,0,0,0,0,0,1,5,7,31,15,4,7,1,Accepted once or more
10905,2012-10-29,Adult,59,Graduate,Together,Low,42586.0,7,5,4,1,6,8,0,0,0,0,0,0,1,194,2,56,0,0,0,2,Accepted once or more
1744,2013-01-07,Adult,49,Undergraduate,Single,Lowest,23529.0,67,1,1,1,2,6,0,0,0,0,0,0,0,9,7,13,3,2,20,1,Never Accepted
3828,2013-02-17,Adult,63,Graduate,Together,Highest,71107.0,61,2,7,6,13,4,0,0,0,0,0,0,0,533,10,217,198,174,195,1,Never Accepted
8605,2014-03-23,Adult,50,Postgraduate,Together,Low,46910.0,36,2,2,0,3,6,0,0,0,0,0,0,0,48,0,14,0,0,6,2,Never Accepted
4351,2013-04-27,Adult,59,Graduate,Single,Low,37244.0,90,1,1,1,2,7,0,0,1,0,0,0,0,18,2,10,0,0,25,2,Accepted once or more
10129,2014-03-12,Adult,48,Graduate,Together,Highest,82427.0,35,1,3,5,12,1,0,0,0,0,1,0,0,482,147,509,104,107,107,0,Accepted once or more
2499,2013-05-06,Adult,56,Postgraduate,Single,Highest,75342.0,38,1,5,2,10,4,0,0,0,0,0,0,0,204,97,97,21,118,26,1,Never Accepted
10092,2013-02-18,Adult,60,Graduate,Single,Highest,70044.0,46,4,7,10,5,5,0,0,0,0,0,0,0,1073,0,250,153,14,14,1,Never Accepted
5796,2013-11-26,Adult,51,Graduate,Together,Highest,77437.0,70,1,4,5,13,1,0,0,0,0,1,0,0,560,21,442,29,44,29,0,Accepted once or more
10556,2014-05-24,Adult,55,Graduate,Together,High,54984.0,51,4,6,1,6,7,1,0,0,0,0,0,0,173,13,131,32,3,6,1,Accepted once or more
1064,2013-12-11,Adult,43,Postgraduate,Together,Low,42403.0,18,1,1,0,3,8,0,0,0,0,0,0,0,22,1,11,0,5,3,1,Never Accepted
48,2014-04-24,Adult,50,Graduate,Together,High,55761.0,97,2,4,1,3,6,0,0,0,1,0,0,0,136,1,12,0,3,32,1,Accepted once or more
7610,2013-04-18,Adult,31,Graduate,Together,Low,37292.0,32,5,6,3,5,8,0,0,0,0,0,0,0,275,0,86,10,23,66,1,Never Accepted
263,2014-05-28,Elder,69,Postgraduate,Single,Low,45576.0,9,1,3,1,3,8,0,0,0,0,0,0,1,56,19,29,2,14,25,0,Accepted once or more
10814,2013-01-16,Elder,67,Graduate,Together,Highest,70321.0,6,1,6,5,13,4,0,0,0,0,0,0,1,303,23,751,82,26,191,0,Accepted once or more
9710,2013-01-20,Adult,45,Postgraduate,Single,High,58086.0,80,2,11,3,7,8,0,0,0,0,0,0,0,708,7,62,0,0,15,1,Never Accepted
9292,2012-10-26,Adult,62,Graduate,Together,Highest,81795.0,74,1,4,11,7,2,0,0,0,0,0,0,0,324,132,693,27,118,88,0,Never Accepted
10250,2012-11-20,Elder,67,Undergraduate,Together,Lowest,28389.0,49,1,1,0,2,7,0,0,0,0,0,0,0,1,5,3,7,4,8,0,Never Accepted
5847,2013-05-29,Adult,45,Graduate,Single,Highest,69901.0,95,3,7,3,10,5,0,0,0,0,0,0,0,312,21,206,102,92,149,1,Never Accepted
737,2013-03-03,Elder,65,Postgraduate,Together,Highest,80360.0,56,2,4,4,5,2,1,0,0,1,1,0,0,1493,86,454,112,43,43,0,Accepted once or more
3878,2014-02-27,Adult,34,Postgraduate,Single,Lowest,31859.0,3,1,1,0,3,7,0,0,0,0,0,0,0,3,4,7,15,8,11,1,Never Accepted
5092,2013-02-12,Elder,65,Postgraduate,Single,High,51569.0,39,4,7,1,7,8,0,0,0,1,0,0,1,380,0,47,6,0,34,1,Accepted once or more
5394,2013-03-17,Adult,35,Undergraduate,Single,Lowest,16014.0,42,4,1,1,4,3,0,0,0,0,0,0,0,3,9,4,7,8,7,2,Never Accepted
3798,2013-11-06,Adult,46,Graduate,Together,Low,41120.0,80,3,2,1,3,6,0,0,0,0,0,0,0,24,2,23,0,8,24,2,Never Accepted
3524,2013-08-04,Adult,43,Postgraduate,Single,Low,39763.0,9,2,5,1,2,9,0,0,0,0,0,0,1,80,1,60,4,6,16,1,Accepted once or more
5247,2014-05-10,Adult,59,Postgraduate,Together,Low,38725.0,52,2,1,0,4,4,0,0,0,0,0,0,0,31,0,6,2,1,5,2,Never Accepted
5883,2013-05-26,Adult,42,Graduate,Together,Highest,77981.0,78,3,7,4,7,5,0,0,0,0,0,0,0,138,120,204,16,126,60,1,Never Accepted
2118,2013-09-10,Adult,50,Postgraduate,Together,High,62905.0,68,3,7,2,8,4,0,0,0,0,0,0,0,166,75,96,119,107,59,1,Never Accepted
8812,2013-03-10,Adult,35,Postgraduate,Single,Lowest,13533.0,45,2,2,0,3,7,0,0,0,0,0,0,0,12,3,8,8,0,17,1,Never Accepted
6616,2013-10-23,Adult,39,Graduate,Together,High,59481.0,47,2,3,3,8,2,0,0,0,0,0,0,0,178,3,85,71,66,58,1,Never Accepted
2797,2013-08-20,Adult,37,Graduate,Together,Highest,72117.0,34,1,9,7,9,5,0,0,0,0,0,0,0,707,20,171,65,60,50,1,Never Accepted
4328,2013-09-07,Adult,28,Postgraduate,Together,Lowest,21955.0,81,2,2,1,3,6,0,0,0,0,0,0,0,5,1,7,17,14,11,1,Never Accepted
9167,2013-03-26,Adult,58,Graduate,Together,High,67131.0,72,3,9,2,12,6,0,0,0,0,0,0,0,465,71,250,93,35,62,1,Never Accepted
10560,2014-06-16,Adult,34,Postgraduate,Single,Low,36802.0,23,1,1,0,3,5,0,0,0,0,0,0,0,16,1,2,0,0,1,1,Never Accepted
5534,2013-10-20,Adult,39,Postgraduate,Together,Low,47808.0,30,2,3,2,3,7,0,0,1,0,0,0,0,123,1,26,2,0,72,1,Accepted once or more
5093,2012-09-18,Adult,40,Postgraduate,Single,Lowest,25509.0,15,3,3,0,3,9,0,0,0,0,0,0,1,40,3,30,10,7,11,1,Accepted once or more
8584,2013-06-08,Adult,62,Postgraduate,Together,Highest,85431.0,54,1,2,7,7,0,0,0,0,0,0,0,0,376,53,462,168,53,53,0,Never Accepted
2694,2014-03-18,Adult,47,Graduate,Together,Low,42664.0,44,1,1,0,3,6,0,0,0,0,0,0,0,21,0,3,0,0,0,1,Never Accepted
164,2012-10-13,Adult,37,Postgraduate,Together,Lowest,28973.0,59,2,5,1,5,8,0,0,0,0,0,0,0,206,0,46,3,2,12,0,Never Accepted
10477,2013-08-06,Adult,41,Postgraduate,Together,Low,39435.0,16,1,3,1,2,7,0,0,0,0,0,0,0,71,0,18,0,0,13,1,Never Accepted
2681,2013-08-01,Adult,30,Postgraduate,Together,High,65370.0,1,1,2,3,13,1,0,0,0,0,0,0,0,71,22,112,138,89,29,0,Never Accepted
5150,2012-12-17,Adult,35,Undergraduate,Single,Lowest,20194.0,64,2,2,0,3,6,0,0,0,0,0,0,0,0,4,7,11,10,15,1,Never Accepted
5283,2014-02-17,Adult,38,Postgraduate,Single,Low,42473.0,72,3,2,1,4,5,0,0,0,0,0,0,0,93,1,21,0,4,25,2,Never Accepted
9645,2012-10-14,Adult,46,Graduate,Together,High,64590.0,98,1,9,4,10,6,0,0,0,0,0,0,0,920,138,168,36,46,30,0,Never Accepted
10678,2013-11-28,Adult,55,Graduate,Together,Highest,71232.0,91,2,11,2,10,7,0,0,0,0,0,0,0,653,17,170,34,26,17,1,Never Accepted
7261,2013-01-01,Adult,43,Graduate,Together,Lowest,34600.0,8,5,5,2,5,8,0,0,0,0,0,0,1,199,33,60,8,3,15,2,Accepted once or more
9648,2012-11-03,Adult,47,Graduate,Single,Low,46904.0,20,4,5,1,4,8,0,0,0,0,0,0,0,153,4,56,0,9,31,2,Never Accepted
2870,2012-09-21,Adult,41,Graduate,Together,Low,49094.0,6,5,6,3,6,6,0,0,0,0,0,0,0,376,0,38,11,8,69,1,Never Accepted
8008,2013-12-09,Adult,31,Graduate,Together,Low,36075.0,54,1,2,0,4,6,0,0,0,0,0,0,0,46,0,30,12,1,30,1,Never Accepted
1513,2012-08-28,Adult,35,Postgraduate,Together,High,60839.0,72,13,2,2,12,8,0,0,0,0,0,0,0,600,21,128,223,150,128,2,Never Accepted
7960,2013-08-15,Adult,52,Postgraduate,Together,Highest,82122.0,89,1,3,9,13,1,0,0,0,0,1,0,0,734,22,350,151,25,100,0,Accepted once or more
9905,2013-07-13,Adult,62,Graduate,Together,Lowest,34074.0,69,5,3,3,3,6,0,0,1,0,0,0,0,135,1,41,10,1,67,2,Accepted once or more
10691,2013-06-14,Adult,54,Postgraduate,Together,Lowest,28520.0,55,1,1,1,2,6,0,0,0,0,0,0,0,11,0,10,0,2,20,2,Never Accepted
7002,2013-10-03,Adult,59,Graduate,Single,High,62535.0,13,1,3,2,8,3,0,0,0,0,0,0,0,163,48,90,0,45,52,1,Never Accepted
2952,2014-04-16,Adult,37,Postgraduate,Single,Low,36273.0,80,2,3,0,3,6,0,0,0,0,0,0,0,29,3,30,3,2,9,1,Never Accepted
8439,2014-06-06,Adult,50,Graduate,Together,High,63404.0,97,2,6,3,4,4,1,0,0,0,0,0,0,734,26,70,11,44,17,2,Accepted once or more
2831,2014-06-27,Adult,38,Graduate,Together,Highest,78416.0,99,2,7,7,10,3,0,0,0,0,0,0,0,453,38,279,188,38,183,1,Never Accepted
6977,2012-10-14,Adult,40,Graduate,Together,Highest,75702.0,87,1,10,5,13,6,0,0,0,0,1,0,0,1073,0,629,145,37,37,1,Accepted once or more
6289,2013-04-28,Adult,63,Postgraduate,Together,High,59385.0,85,2,3,1,4,5,0,0,0,0,0,0,0,135,0,10,0,4,36,2,Never Accepted
8397,2014-01-10,Adult,63,Graduate,Together,Low,44689.0,82,2,1,1,2,7,0,0,1,0,0,0,0,18,0,5,0,0,11,2,Accepted once or more
1619,2014-04-28,Adult,58,Graduate,Together,Highest,90369.0,2,1,4,6,6,1,0,0,0,0,0,0,1,292,51,981,224,23,17,0,Accepted once or more
1990,2012-11-05,Adult,40,Postgraduate,Single,High,63159.0,74,1,3,5,8,3,0,0,1,0,0,0,0,965,34,586,89,86,37,0,Accepted once or more
269,2012-11-16,Adult,51,Postgraduate,Single,Low,46757.0,71,6,4,4,7,9,0,0,0,0,0,0,0,777,30,163,0,51,122,1,Never Accepted
8093,2014-06-28,Adult,45,Postgraduate,Together,Highest,79734.0,72,1,4,3,6,1,1,0,0,0,0,0,0,572,8,232,23,62,17,0,Accepted once or more
10513,2013-01-20,Adult,22,Graduate,Together,High,63207.0,68,1,2,3,6,7,1,0,0,0,0,0,0,438,169,565,91,169,70,0,Accepted once or more
10177,2013-02-14,Adult,60,Graduate,Single,Highest,72071.0,4,3,5,4,8,2,0,0,0,0,0,0,0,531,69,300,150,138,150,1,Never Accepted
2549,2013-07-21,Adult,31,Postgraduate,Together,Lowest,21840.0,80,1,1,0,3,9,0,0,0,0,0,0,0,17,0,9,0,0,1,1,Never Accepted
5782,2013-09-28,Adult,32,Postgraduate,Together,High,58582.0,15,2,9,2,9,5,0,0,0,1,0,0,0,402,35,106,101,77,42,1,Accepted once or more
10057,2013-07-19,Adult,63,Graduate,Single,Highest,72282.0,70,1,5,7,9,7,0,0,0,0,0,0,1,503,27,419,90,139,153,0,Accepted once or more
10307,2013-08-31,Adult,58,Graduate,Together,Low,50387.0,91,3,6,2,8,5,0,0,0,0,0,0,0,369,9,87,12,14,34,2,Never Accepted
8566,2014-06-15,Adult,53,Postgraduate,Together,Lowest,32583.0,10,1,1,0,2,7,0,0,0,0,0,0,0,5,0,3,0,0,1,2,Never Accepted
2415,2014-04-07,Adult,52,Graduate,Together,High,62568.0,99,3,5,3,5,4,1,0,0,0,0,0,0,362,17,398,80,35,61,1,Accepted once or more
5684,2013-10-11,Adult,43,Postgraduate,Single,Low,44635.0,25,2,2,0,3,7,0,0,0,0,0,0,0,56,0,9,0,0,3,2,Never Accepted
9166,2013-08-09,Adult,46,Graduate,Together,High,63967.0,57,3,4,4,12,2,0,0,0,0,0,0,0,387,84,141,73,35,162,1,Never Accepted
1440,2012-09-04,Adult,36,Postgraduate,Together,High,52513.0,84,2,9,5,9,7,0,0,0,0,0,0,0,367,17,241,104,188,232,0,Never Accepted
78,2013-09-15,Adult,45,Graduate,Together,Lowest,25293.0,51,1,1,1,2,8,0,0,0,0,0,0,0,15,0,11,0,2,9,1,Never Accepted
5441,2013-08-25,Adult,49,Postgraduate,Single,High,54111.0,97,2,5,2,6,5,0,0,0,0,0,0,0,267,6,54,8,3,50,1,Never Accepted
5302,2013-02-15,Adult,28,Graduate,Together,Highest,78394.0,13,1,4,6,5,2,0,0,0,0,0,0,1,298,27,697,216,24,166,0,Accepted once or more
4687,2013-05-23,Adult,56,Postgraduate,Together,Highest,80739.0,92,1,3,11,9,1,0,0,0,0,0,0,0,674,92,736,39,0,92,0,Never Accepted
1087,2013-05-22,Adult,39,Postgraduate,Together,Lowest,22669.0,30,3,4,1,2,9,0,0,0,0,0,0,1,16,14,36,37,22,48,1,Accepted once or more
6859,2013-10-08,Adult,27,Graduate,Single,Lowest,29236.0,30,2,4,0,3,9,0,0,0,0,0,0,0,37,4,24,16,9,9,1,Never Accepted
9860,2013-03-15,Adult,55,Graduate,Together,Low,44911.0,11,3,4,1,4,7,0,0,0,0,0,0,0,159,0,22,2,1,31,1,Never Accepted
7129,2013-02-17,Adult,52,Postgraduate,Together,High,54693.0,72,8,6,4,13,6,0,0,0,0,0,0,0,686,17,142,23,26,35,1,Never Accepted
5866,2014-03-20,Adult,40,Graduate,Together,Low,48186.0,39,3,4,1,4,7,0,0,0,0,0,0,0,97,3,66,12,7,34,1,Never Accepted
7393,2012-12-10,Adult,36,Graduate,Together,Low,41580.0,15,3,2,1,3,5,0,0,0,0,0,0,0,56,5,24,4,0,3,2,Never Accepted
7849,2013-09-09,Adult,44,Postgraduate,Together,Highest,80336.0,12,1,2,9,13,1,0,0,0,0,0,0,0,209,19,456,160,142,66,0,Never Accepted
332,2013-03-22,Adult,57,Graduate,Together,Low,47743.0,56,3,4,1,6,6,0,0,0,1,0,0,0,198,2,43,0,12,20,1,Accepted once or more
531,2012-09-22,Adult,60,Postgraduate,Single,High,57333.0,55,11,8,5,9,6,0,0,0,0,0,0,1,941,14,397,76,58,176,1,Accepted once or more
9576,2013-02-11,Adult,32,Postgraduate,Together,Lowest,32313.0,60,3,4,0,4,9,0,0,0,0,0,0,0,86,4,56,2,4,7,1,Never Accepted
6906,2013-06-03,Adult,61,Postgraduate,Single,Highest,84953.0,73,1,3,10,4,2,1,0,0,1,1,0,1,167,48,602,63,72,72,0,Accepted once or more
7419,2014-04-23,Adult,46,Postgraduate,Single,Lowest,27071.0,90,2,2,0,3,6,0,0,0,0,0,0,0,8,3,19,0,2,3,1,Never Accepted
3170,2013-08-31,Adult,57,Postgraduate,Together,High,68148.0,86,1,4,4,6,2,0,0,0,0,0,0,0,389,66,408,37,57,85,0,Never Accepted
8527,2013-12-07,Adult,49,Postgraduate,Together,High,65735.0,37,5,6,2,6,7,0,0,0,0,0,0,0,239,7,119,4,15,11,2,Never Accepted
7872,2012-09-12,Adult,39,Postgraduate,Together,Highest,86836.0,7,1,6,10,6,5,1,0,1,0,1,0,1,179,21,273,0,21,63,0,Accepted once or more
10595,2013-07-08,Adult,24,Graduate,Together,Lowest,30093.0,19,1,2,0,3,7,0,0,0,0,0,0,0,2,6,28,13,4,16,0,Never Accepted
4609,2014-01-11,Adult,48,Postgraduate,Together,High,57705.0,14,3,8,1,6,6,0,0,0,0,0,0,0,383,0,53,6,4,40,1,Never Accepted
5010,2014-02-02,Adult,26,Graduate,Single,Lowest,25008.0,72,2,1,0,3,8,0,0,0,0,0,0,0,2,8,8,6,1,9,1,Never Accepted
4427,2012-09-18,Adult,19,Postgraduate,Single,Highest,83257.0,56,1,5,10,12,6,0,0,1,0,1,1,1,536,27,590,38,107,67,0,Accepted once or more
11148,2013-05-19,Adult,39,Graduate,Together,Lowest,22280.0,85,1,1,0,2,8,0,0,0,0,0,0,0,2,1,4,3,1,2,1,Never Accepted
1168,2012-10-29,Adult,36,Postgraduate,Together,Highest,72159.0,62,1,4,6,10,2,0,0,0,0,0,0,0,322,53,899,34,40,53,0,Never Accepted
